,Date,User,Tweet,clean_tweet,stem_rmSW,lx_sentiment,tf_sentiment2
3566,2023-06-06 09:11:51+00:00,maleyintani,"""Apa yang terjadi jika Anies Baswedan dikalahkan dalam pemilu presiden 2024 justru sebelum kampanye dimulai? Anies tersisih bukan karena kalah suara di hari pilpres tapi karena ia gagal mendapatkan tiket calon presiden 2024,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",apa yang terjadi jika anies baswedan dikalahkan dalam pemilu presiden 2024 justru sebelum kampanye dimulai anies tersisih bukan karena kalah suara di hari pilpres tapi karena ia gagal mendapatkan tiket calon presiden 2024 prabowo subianto,anies baswedan kalah milu presiden 2024 kampanye anies sisih kalah suara pilpres gagal tiket calon presiden 2024 prabowo subianto,negatif,negative
3567,2023-06-06 09:11:08+00:00,isari68,"Cawe cawe yg benar adalah jika Presiden mampu kendalikan KSP Moeldoko u tidak cawe cawe merebut Partai Demokrat yg sah dan terdaftar di KPU sebagai Partai Peserta Pemilu. Presiden sebagai Kepala Pemerintahan harus memastikan Pemilu 2024 dapat berlangsung jujur, bebas dari intimidasi dan adil termasuk kepada setiap Paslon Capres & Cawapres  dalam Pilpres mendatang.",cawe cawe yg benar adalah jika presiden mampu kendalikan ksp moeldoko u tidak cawe cawe merebut partai demokrat yg sah dan terdaftar di kpu sebagai partai peserta pemilu presiden sebagai kepala pemerintahan harus memastikan pemilu 2024 dapat berlangsung jujur bebas dari intimidasi dan adil termasuk kepada setiap paslon capres  cawapres  dalam pilpres mendatang,cawe cawe yg presiden kendali ksp moeldoko u cawe cawe rebut partai demokrat yg sah daftar kpu partai serta milu presiden kepala perintah milu 2024 jujur bebas intimidasi adil paslon capres cawapres pilpres,negatif,neutral
3568,2023-06-06 09:10:39+00:00,kpusurakarta,"#TemanPemilih, Rapat Pleno Terbuka Rekapitulasi Daftar Pemilih Hasil Perbaikan DPSHP untuk Pemilu Tahun 2024 tingkat Kecamatan Pasar Kliwon.
#KPUMelayani 
#PemiluSerentak2024 
#KPUSurakarta https://t.co/bzlLYpnaV2"," rapat pleno terbuka rekapitulasi daftar pemilih hasil perbaikan dpshp untuk pemilu tahun 2024 tingkat kecamatan pasar kliwon
",rapat pleno buka rekapitulasi daftar pilih hasil baik dpshp milu 2024 tingkat camat pasar kliwon,negatif,neutral
3569,2023-06-06 09:09:29+00:00,21_mozza,"Demokrasi telah di hianati apalagi pemilu ganti sistem dari terbuka ke sistem tertutup.

https://t.co/Y68F3D6Sgw","demokrasi telah di hianati apalagi pemilu ganti sistem dari terbuka ke sistem tertutup

",demokrasi hianati milu ganti sistem buka sistem tutup,negatif,neutral
3570,2023-06-06 09:09:24+00:00,angga_wiwaha,"@eltocuyo1446 @txtdrpemerintah Sepertinya memang orang2nya lebih nyatu dan guyub gitu. Di tempat saya juga kantor dan orang2nya aktif, padahal jauh dari musim pemilu. Mungkin krna berasal dari basis yg sama kali yah",  sepertinya memang orang2nya lebih nyatu dan guyub gitu di tempat saya juga kantor dan orang2nya aktif padahal jauh dari musim pemilu mungkin krna berasal dari basis yg sama kali yah,orang 2nya nyatu guyub gitu kantor orang 2nya aktif musim milu krna asal basis yg kali yah,negatif,negative
3571,2023-06-06 09:09:03+00:00,TSalaksa,Kawal Pemilu damai https://t.co/Kv2idjxDNV,kawal pemilu damai ,kawal milu damai,negatif,positive
3572,2023-06-06 09:08:46+00:00,Jelli_cent,"Rakernas kali ini, membahas langkah memenangkan Pemilu &amp; Pilpres 2024 mendatang.

Semangat Kemenangan yuk!!
Kita dukung u/ #MEnangkanGAnjar - melanjutkan program kerja Pak Jokowi.

Metal - Menang Total🤟🇮🇩
Aminnnn 🙏 https://t.co/o7JBVPp6KP","rakernas kali ini membahas langkah memenangkan pemilu amp pilpres 2024 mendatang

semangat kemenangan yuk
kita dukung u  melanjutkan program kerja pak jokowi

metal  menang total
aminnnn  ",rakernas kali bahas langkah menang milu amp pilpres 2024 semangat menang yuk dukung u lanjut program kerja jokowi metal menang total aminnn,negatif,positive
3573,2023-06-06 09:08:37+00:00,azizbinsam,"Kalo menurut @Dr_Mutlaq, memahami pemilu itu sesimple melihat bahwa dia adalah pintu menuju “perbaikan” (al-islah).

Jadi, ketika proses pemilu tidak dibarengi dengan niat “perbaikan”, maka yg memilih ataupun yg dipilih sama2 melakukan hal yg sia2.. bahkan beliau bilang haram.","kalo menurut  memahami pemilu itu sesimple melihat bahwa dia adalah pintu menuju perbaikan alislah

jadi ketika proses pemilu tidak dibarengi dengan niat perbaikan maka yg memilih ataupun yg dipilih sama2 melakukan hal yg sia2 bahkan beliau bilang haram",kalo paham milu sesimple pintu baik alis proses milu bareng niat baik yg pilih yg pilih 2 yg sia 2 beliau bilang haram,negatif,negative
3574,2023-06-06 09:07:59+00:00,gogo74070675957,"@Gerindra Baru menang survey, belum menang benaran..koq udah merasa jadi presiden..jangan bikin malu bangsa ini..PEMILU MASIH JAUH", baru menang survey belum menang benarankoq udah merasa jadi presidenjangan bikin malu bangsa inipemilu masih jauh,menang survey menang benarankoq udah presidenjangan bikin malu bangsa inipemilu,negatif,negative
3575,2023-06-06 09:07:25+00:00,breakingnewsntt,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga netralitas ASN sebagai tenaga pemerintah profesional.
#ASNNetral, #jagapersatuan,
#SukseskanPemilu2024 https://t.co/UCn0fPBSHm","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga netralitas asn sebagai tenaga pemerintah profesional
 
",mari jaga selenggara milu 2024 jalan aman damai mari jaga netralitas asn tenaga perintah profesional,negatif,negative
3576,2023-06-06 09:07:22+00:00,S4L1M4D0,@Tan_Mar3M @susipudjiastuti Tenggelamkan  para pelanggar HAM di negeri ini. Yg menghilangkan nyawa rakyat tanpa pengadilan yang sah. usut juga penyebab 500  org lebih anggota PPS meninggal pada Pemilu 2019. Bravo bu @susipudjiastuti,  tenggelamkan  para pelanggar ham di negeri ini yg menghilangkan nyawa rakyat tanpa pengadilan yang sah usut juga penyebab 500  org lebih anggota pps meninggal pada pemilu 2019 bravo bu ,tenggelam langgar ham negeri yg hilang nyawa rakyat adil sah usut sebab 500 org anggota pps tinggal milu 2019 bravo bu,negatif,negative
3577,2023-06-06 09:07:08+00:00,21_mozza,@Metro_TV Demokrasi telah di hianati setelah pemilu digantikan sistem nya dari terbuka ke sistem tertutup., demokrasi telah di hianati setelah pemilu digantikan sistem nya dari terbuka ke sistem tertutup,demokrasi hianati milu ganti sistem nya buka sistem tutup,negatif,neutral
3578,2023-06-06 09:06:55+00:00,dhemit_is_back,@dino_taurusblue Klau musim pemilu auto alim bgt 😊, klau musim pemilu auto alim bgt ,klau musim milu auto alim bgt,positif,positive
3579,2023-06-06 09:06:51+00:00,nkriberpolitik,"KPU Kalsel Ajak Pemilih pemula gunakan hak suara di Pemilu 2024
#PemiluSerentak2024 #Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #AntiPolitikIdentitas #TolakPolitikMasjid #Pancasila #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju https://t.co/lwgY0FFtp7","kpu kalsel ajak pemilih pemula gunakan hak suara di pemilu 2024
",kpu kalsel ajak pilih mula hak suara milu 2024,negatif,neutral
3580,2023-06-06 09:06:35+00:00,Rajasmara1,"@tifsembiring Baru tau gw bahwa seluruh rakyat Indonesia ternyata main twitter. Kayaknya gak usah pemilu deh , mending pilih presiden pake polling di twitter aja. Wkwkwkkwk mantan mentri koq kelasnya begini 🤣", baru tau gw bahwa seluruh rakyat indonesia ternyata main twitter kayaknya gak usah pemilu deh  mending pilih presiden pake polling di twitter aja wkwkwkkwk mantan mentri koq kelasnya begini ,tau gw rakyat indonesia main twitter kayak gak milu deh mending pilih presiden pake polling twitter aja wkwkwkkwk mantan tri koq kelas,negatif,negative
3581,2023-06-06 09:06:21+00:00,TSalaksa,Kawal penyelenggaraan pemilu 2024 https://t.co/jP5yJWlPHd,kawal penyelenggaraan pemilu 2024 ,kawal selenggara milu 2024,positif,neutral
3582,2023-06-06 09:06:12+00:00,nkriberpolitik,"Semoga pemilu dapat berjalan dengan baik
#PemiluSerentak2024 #Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #AntiPolitikIdentitas #TolakPolitikMasjid #Pancasila #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju https://t.co/fic4QxtyUq","semoga pemilu dapat berjalan dengan baik
",moga milu jalan,positif,positive
3583,2023-06-06 09:05:49+00:00,KPU_JATIM,"Nahh, yuk teman pemilih bantu KPU Jatim wujudkan data pemilih Pemilu 2024 yang akurat dan berkualitas dengan pastikan diri kalian sudah terdaftar sebagai pemilih melalui https://t.co/Erkk8yNyNF.",nahh yuk teman pemilih bantu kpu jatim wujudkan data pemilih pemilu 2024 yang akurat dan berkualitas dengan pastikan diri kalian sudah terdaftar sebagai pemilih melalui ,nahh yuk teman pilih bantu kpu jatim wujud data pilih milu 2024 akurat kualitas pasti daftar pilih,negatif,neutral
3584,2023-06-06 09:05:49+00:00,KPU_JATIM,"Kegiatan tersebut dikemas dalam Rakor Bersama Stakeholder dalam Rangka Persiapan Penyusunan Daftar Pemiih Sementara Hasil Perbaikan (DPSHP) Akhir untuk Pemilu 2024, yang digelar di hotel Santika Premiere Gubeng, jalan Raya Gubeng Nomor 54 Surabaya.",kegiatan tersebut dikemas dalam rakor bersama stakeholder dalam rangka persiapan penyusunan daftar pemiih sementara hasil perbaikan dpshp akhir untuk pemilu 2024 yang digelar di hotel santika premiere gubeng jalan raya gubeng nomor 54 surabaya,giat kemas rakor stakeholder rangka siap susun daftar pemiih hasil baik dpshp milu 2024 gelar hotel santika premiere gubeng jalan raya gubeng nomor 54 surabaya,positif,neutral
3585,2023-06-06 09:05:46+00:00,nkriberpolitik,"Pemilu merupakan momen mempersatukan bangsa
#PemiluSerentak2024 #Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #AntiPolitikIdentitas #TolakPolitikMasjid #Pancasila #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju https://t.co/AB9LVNioay","pemilu merupakan momen mempersatukan bangsa
",milu momen satu bangsa,negatif,neutral
3586,2023-06-06 09:05:45+00:00,KPU_JATIM,"Hai #TemanPemilih, Komisi Pemilihan Umum Provinsi Jawa Timur (KPU Jatim) terus berkomitmen mewujudkan daftar pemilih Pemilu Tahun 2024 yang akurat dan berkualitas niih!! https://t.co/bGuGDZ2UCO",hai  komisi pemilihan umum provinsi jawa timur kpu jatim terus berkomitmen mewujudkan daftar pemilih pemilu tahun 2024 yang akurat dan berkualitas niih ,hai komisi pilih provinsi jawa timur kpu jatim komitmen wujud daftar pilih milu 2024 akurat kualitas niih,positif,positive
3587,2023-06-06 09:04:38+00:00,nkriberpolitik,"Sosialisasi Pemilu 2024 sampai ke Pasar
#PemiluSerentak2024 #Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #AntiPolitikIdentitas #TolakPolitikMasjid #Pancasila #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju https://t.co/LCfDTL2dDf","sosialisasi pemilu 2024 sampai ke pasar
",sosialisasi milu 2024 pasar,neutral,neutral
3588,2023-06-06 09:04:21+00:00,azizbinsam,"Karena bulan ini ada Pemilu di Kuwait, ga sedikit ulama dari berbagai kalangan kasih arahan. 

Bahkan, ulama salafi di kuwait juga ga luput kasih berbagai arahan. Nih ada ulama salafi di Kuwait, yg emang ahli dalam politik islam (siyasah syar’iyah) @Dr_Mutlaq. Boleh dipantengin👍🏻","karena bulan ini ada pemilu di kuwait ga sedikit ulama dari berbagai kalangan kasih arahan 

bahkan ulama salafi di kuwait juga ga luput kasih berbagai arahan nih ada ulama salafi di kuwait yg emang ahli dalam politik islam siyasah syariyah  boleh dipantengin",milu kuwait ga ulama kalang kasih arah ulama salaf kuwait ga luput kasih arah nih ulama salaf kuwait yg emang ahli politik islam siyasah syariyah dipantengin,negatif,positive
3589,2023-06-06 09:04:16+00:00,Felix_sahilatua,"Mari jadikan momentum Pemilu sebagai ajang asah wawasan &amp; jalin persatuan Indonesia Pancasila
#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/DL0SAC24J7","mari jadikan momentum pemilu sebagai ajang asah wawasan amp jalin persatuan indonesia pancasila
",mari jadi momentum milu ajang asah wawas amp jalin satu indonesia pancasila,negatif,neutral
3590,2023-06-06 09:04:10+00:00,ureungpungoo,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga netralitas ASN sebagai tenaga pemerintah profesional.
#ASNNetral, #jagapersatuan,
#SukseskanPemilu2024 https://t.co/WYuNIx9bzF","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga netralitas asn sebagai tenaga pemerintah profesional
 
",mari jaga selenggara milu 2024 jalan aman damai mari jaga netralitas asn tenaga perintah profesional,negatif,negative
3591,2023-06-06 09:04:06+00:00,kpusurakarta,"#TemanPemilih, Rapat Pleno Terbuka Rekapitulasi Daftar Pemilih Hasil Perbaikan DPSHP untuk Pemilu Tahun 2024 tingkat Kecamatan Pasar Kliwon.
#KPUMelayani 
#PemiluSerentak2024 
#KPUSurakarta https://t.co/zELfXcZIoh"," rapat pleno terbuka rekapitulasi daftar pemilih hasil perbaikan dpshp untuk pemilu tahun 2024 tingkat kecamatan pasar kliwon
",rapat pleno buka rekapitulasi daftar pilih hasil baik dpshp milu 2024 tingkat camat pasar kliwon,negatif,neutral
3592,2023-06-06 09:03:56+00:00,Fajar_Timot,"Mari jadikan momentum Pemilu sebagai ajang asah wawasan &amp; jalin persatuan Indonesia Pancasila
#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/X9EquW6ltI","mari jadikan momentum pemilu sebagai ajang asah wawasan amp jalin persatuan indonesia pancasila
",mari jadi momentum milu ajang asah wawas amp jalin satu indonesia pancasila,negatif,neutral
3593,2023-06-06 09:03:38+00:00,IwanSet60750280,"Monitoringgiat Rpt Pleno Terbuka Rekapitulasi Daftar Pemilih Sementara Hsl Perbaikan Akhir Pemilu 2024 Tkt Kec SkwBrt PolsekSkwBrt PolresSkw 
@PolsekSingkawangBarat
Tw @PolsekSingkawangBarat
#PolsekSingkawangBarat
TW@Humas_ResSkw
YT SihumasPolresSingkawang
#PolresSingkawang https://t.co/RkUWmoXDs5","monitoringgiat rpt pleno terbuka rekapitulasi daftar pemilih sementara hsl perbaikan akhir pemilu 2024 tkt kec skwbrt polsekskwbrt polresskw 

tw 
tw
yt sihumaspolressingkawang
",monitoringgiat rpt pleno buka rekapitulasi daftar pilih hsl baik milu 2024 tkt kec skwbrt polsekskwbrt polresskw tw tw yt sihumaspolressingkawang,negatif,neutral
3594,2023-06-06 09:03:30+00:00,Jhon47088223421,"@PDI_Perjuangan Dalam berjalanan sejarah demokrasi ada ledakan elektoral lebih 33 % pemilu 1999 karena ephoria reform dan harapan rakyat untuk perubahan lebih baik, setelahya tak bisa lebih dari 20%karenanya PDIP wajib berkoalisi merangkul dgn partai 2xse VISi  dan berupaya naikkan elektoral", dalam berjalanan sejarah demokrasi ada ledakan elektoral lebih 33  pemilu 1999 karena ephoria reform dan harapan rakyat untuk perubahan lebih baik setelahya tak bisa lebih dari 20karenanya pdip wajib berkoalisi merangkul dgn partai 2xse visi  dan berupaya naikkan elektoral,jalan sejarah demokrasi ledak elektoral 33 milu 1999 ephoria reform harap rakyat ubah setelahya 20karenanya pdip wajib koalisi rangkul dgn partai 2xse visi upaya naik elektoral,negatif,neutral
3595,2023-06-06 09:03:28+00:00,Fanterimasari,"Mari jadikan momentum Pemilu sebagai ajang asah wawasan &amp; jalin persatuan Indonesia Pancasila
#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/C5pOnJ8Mfd","mari jadikan momentum pemilu sebagai ajang asah wawasan amp jalin persatuan indonesia pancasila
",mari jadi momentum milu ajang asah wawas amp jalin satu indonesia pancasila,negatif,neutral
3596,2023-06-06 09:03:20+00:00,ureungpungoo,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga netralitas ASN sebagai tenaga pemerintah profesional.
#ASNNetral, #jagapersatuan,
#SukseskanPemilu2024 https://t.co/5Xip83pYeN","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga netralitas asn sebagai tenaga pemerintah profesional
 
",mari jaga selenggara milu 2024 jalan aman damai mari jaga netralitas asn tenaga perintah profesional,negatif,negative
3597,2023-06-06 09:02:46+00:00,Ann_Gwynetha,"Pemilu jg belum di mulai tapi Esbeye &amp; komplotannya sdh teriak2 bhwa akan terjadi kecurangan, ini kan lucu seorang mantan presiden bukannya bikin adem malah bikin gaduh bareng mantan napi korupsi Denny Indrayana yg notabene dulu adalah menteri andalannya 

#TangkapDennyIndrayana https://t.co/PkAffFZzJR","pemilu jg belum di mulai tapi esbeye amp komplotannya sdh teriak2 bhwa akan terjadi kecurangan ini kan lucu seorang mantan presiden bukannya bikin adem malah bikin gaduh bareng mantan napi korupsi denny indrayana yg notabene dulu adalah menteri andalannya 

",milu jg esbeye amp komplot sdh teriak 2 bhwa curang lucu mantan presiden bikin adem bikin gaduh bareng mantan napi korupsi denny indrayana yg notabene menteri andal,negatif,negative
3598,2023-06-06 09:02:30+00:00,fianty_ririmais,"Mari jadikan momentum Pemilu sebagai ajang asah wawasan &amp; jalin persatuan Indonesia Pancasila
#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/NUNeJc3KQV","mari jadikan momentum pemilu sebagai ajang asah wawasan amp jalin persatuan indonesia pancasila
",mari jadi momentum milu ajang asah wawas amp jalin satu indonesia pancasila,negatif,neutral
3599,2023-06-06 09:02:00+00:00,ZeboLady,"Menurut Panda Nababan apa yang disampaikan Denny Indrayana sama dengan apa yang disampaikan SBY tahun lalu bahwa pemilu akan ada kecurangan. 

Jadi ini sesuatu yang terus diulang-ulang dan dimainkan agar rakyat terhipnotis dengan itu. Bukan kebetulan. 
#TangkapDennyIndrayana https://t.co/vr8NY1RY5x","menurut panda nababan apa yang disampaikan denny indrayana sama dengan apa yang disampaikan sby tahun lalu bahwa pemilu akan ada kecurangan 

jadi ini sesuatu yang terus diulangulang dan dimainkan agar rakyat terhipnotis dengan itu bukan kebetulan 
",panda nababan denny indrayana sby milu curang diulangulang main rakyat hipnotis,negatif,negative
3600,2023-06-06 09:01:13+00:00,mouse_stamp,"@BangEdiii Riiiilllll
Kalo ga dipiara ntar suara pemilu ilang dong ehh 🤭 https://t.co/n4nCYpiotr"," riiiilllll
kalo ga dipiara ntar suara pemilu ilang dong ehh  ",riiilll kalo ga piara ntar suara milu ilang ehh,negatif,negative
3601,2023-06-06 09:00:56+00:00,lek_brewok,"Jalan seiringan bergandeng tangan… duwa Panutan Jokowi dan Mega bersatu untuk kemenangan Ganjar Pranowo di pemilu mendatang🫡🇲🇨

Sehat-sehat terus Klean… keep strong kaya ane🫠 https://t.co/RpS3VDtHgL","jalan seiringan bergandeng tangan duwa panutan jokowi dan mega bersatu untuk kemenangan ganjar pranowo di pemilu mendatang

sehatsehat terus klean keep strong kaya ane ",jalan iring gandeng tangan duwa panutan jokowi mega satu menang ganjar pranowo milu sehatsehat klean keep strong kaya ane,negatif,positive
3602,2023-06-06 09:00:50+00:00,kpusurakarta,"#TemanPemilih, Rapat Pleno Terbuka Rekapitulasi Daftar Pemilih Hasil Perbaikan DPSHP untuk Pemilu Tahun 2024 tingkat Kelurahan.
#KPUMelayani 
#PemiluSerentak2024 
#KPUSurakarta https://t.co/wpUIrGBHvX"," rapat pleno terbuka rekapitulasi daftar pemilih hasil perbaikan dpshp untuk pemilu tahun 2024 tingkat kelurahan
",rapat pleno buka rekapitulasi daftar pilih hasil baik dpshp milu 2024 tingkat lurah,negatif,neutral
3603,2023-06-06 09:00:30+00:00,RadioElshinta,"Masyarakat Indonesia Anti Korupsi meminta Komisi Pemilihan Umum (KPU) tetap mengatur kewajiban peserta pemilu menyusun dan melaporkan penerimaan sumbangan dana kampanye, Selasa (6/3) siang. 📸Hel
#BeritaElshinta https://t.co/q2BF7OjcFg","masyarakat indonesia anti korupsi meminta komisi pemilihan umum kpu tetap mengatur kewajiban peserta pemilu menyusun dan melaporkan penerimaan sumbangan dana kampanye selasa 63 siang hel
",masyarakat indonesia anti korupsi komisi pilih kpu atur wajib serta milu susun lapor terima sumbang dana kampanye selasa 63 siang hel,negatif,neutral
3604,2023-06-06 09:00:25+00:00,kpujakut,"#TemanPemilih
KPU Kota Jakarta Utara mengucapkan Terimakasih kepada
PPK dan PPS Se-Kota Jakarta Utara.
Atas terlaksananya Rekapitulasi Daftar Pemilih Sementara Hasil Perbaikan Akhir di Tingkat Kelurahan dan Kecamatan Se-Kota Jakarta Utara untuk Pemilu Tahun 2024.

#KPUMelayani https://t.co/wFbxyS3dRF","kpu kota jakarta utara mengucapkan terimakasih kepada
ppk dan pps sekota jakarta utara
atas terlaksananya rekapitulasi daftar pemilih sementara hasil perbaikan akhir di tingkat kelurahan dan kecamatan sekota jakarta utara untuk pemilu tahun 2024

",kpu kota jakarta utara terimakasih ppk pps kota jakarta utara laksana rekapitulasi daftar pilih hasil baik tingkat lurah camat kota jakarta utara milu 2024,neutral,neutral
3605,2023-06-06 09:00:01+00:00,muhammadiyah,"Haedar Ajak Mengawal Pemilu 2024 Supaya Lebih Substantif dan Bahas Isu Kebangsaan yang Krusial

https://t.co/c7bX0sSL2u

#Muhammadiyah #Pilpres2024 #Pemilu2024","haedar ajak mengawal pemilu 2024 supaya lebih substantif dan bahas isu kebangsaan yang krusial



",haedar ajak awal milu 2024 substantif bahas isu bangsa krusial,neutral,neutral
3606,2023-06-06 08:58:51+00:00,Darleen65469593,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga netralitas ASN sebagai tenaga pemerintah profesional.
#ASNNetral #jagapersatuan
#SukseskanPemilu2024 https://t.co/3VJwqLjFuZ","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga netralitas asn sebagai tenaga pemerintah profesional
",mari jaga selenggara milu 2024 jalan aman damai mari jaga netralitas asn tenaga perintah profesional,negatif,negative
3607,2023-06-06 08:58:41+00:00,jawapos,Menakar Suara Perempuan dalam Pusaran Politik Jelang Pemilu Tahun 2024 https://t.co/PO6iLHBB2R,menakar suara perempuan dalam pusaran politik jelang pemilu tahun 2024 ,takar suara perempuan pusar politik jelang milu 2024,positif,neutral
3608,2023-06-06 08:58:07+00:00,royyan_drlocks,"Ketua Umum Golkar Airlangga Hartarto menugaskan @ridwankamil untuk memenangkan partai di wilayah Banten, DKI  Jakarta, dan Jawa Barat. Ridwan Kamil pun menegaskan akan menguatkan  ketiga wilayah tersebut dalam Pemilu 2024. https://t.co/tjyn5B33CB",ketua umum golkar airlangga hartarto menugaskan  untuk memenangkan partai di wilayah banten dki  jakarta dan jawa barat ridwan kamil pun menegaskan akan menguatkan  ketiga wilayah tersebut dalam pemilu 2024 ,ketua golkar airlangga hartarto tugas menang partai wilayah banten dki jakarta jawa barat ridwan kamil kuat tiga wilayah milu 2024,negatif,neutral
3609,2023-06-06 08:58:01+00:00,Darleen65469593,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga netralitas ASN sebagai tenaga pemerintah profesional.
#ASNNetral #jagapersatuan
#SukseskanPemilu2024 https://t.co/mg1FtvI9BP","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga netralitas asn sebagai tenaga pemerintah profesional
",mari jaga selenggara milu 2024 jalan aman damai mari jaga netralitas asn tenaga perintah profesional,negatif,negative
3610,2023-06-06 08:57:14+00:00,KODIM_1409,Serda Hasanuddin Babinsa Desa Taring (Koramil 1409-07/TB)  menghadiri undangan Rapat Pleno Terbuka Rekapitulasi Daftar Pemilu Hasil Pemutakhiran (DPHP) di Tempat Aula  Kec.Biringbulu Kab Gowa . https://t.co/S7bITSzxbd,serda hasanuddin babinsa desa taring koramil 140907tb  menghadiri undangan rapat pleno terbuka rekapitulasi daftar pemilu hasil pemutakhiran dphp di tempat aula  kecbiringbulu kab gowa  ,serda hasanuddin babinsa desa taring koramil 140907tb hadir undang rapat pleno buka rekapitulasi daftar milu hasil mutakhir dphp aula kecbiringbulu kab gowa,negatif,neutral
3611,2023-06-06 08:56:28+00:00,dino_taurusblue,@dhemit_is_back Kalo si mega mau pemilu jgn berharap sama suara ummat muslim., kalo si mega mau pemilu jgn berharap sama suara ummat muslim,kalo si mega milu jgn harap suara ummat muslim,negatif,negative
3612,2023-06-06 08:56:24+00:00,yaudasibeb,@jambulpenguin Astaga pemilu jadi pemili wkwkw dasar jariku, astaga pemilu jadi pemili wkwkw dasar jariku,astaga milu pil wkwkw dasar jari,negatif,negative
3613,2023-06-06 08:55:43+00:00,harrispradana_,"Seperti halnya pertemuan dengan PDIP, tentu tujuan silaturahmi ini adalah upaya menemukan kesamaan pandangan untuk pilpres, pemilu dan pilkada ke depan,"" kata Eddy ketika dihubungi, Minggu (4/6/2023). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",seperti halnya pertemuan dengan pdip tentu tujuan silaturahmi ini adalah upaya menemukan kesamaan pandangan untuk pilpres pemilu dan pilkada ke depan kata eddy ketika dihubungi minggu 462023 prabowo subianto,hal temu pdip tuju silaturahmi upaya temu sama pandang pilpres milu pilkada eddy hubung minggu 462023 prabowo subianto,negatif,neutral
3615,2023-06-06 08:55:09+00:00,maineescario19,Responden survei merupakan WNI berusia 17 tahun ke atas yang memiliki hak pilih pada Pemilu. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,responden survei merupakan wni berusia 17 tahun ke atas yang memiliki hak pilih pada pemilu prabowo subianto,responden survei wni usia 17 milik hak pilih milu prabowo subianto,positif,neutral
3616,2023-06-06 08:55:05+00:00,mediaindonesia,Mahkamah Konstitusi (MK) belum memutuskan sistem pemilu yang akan diberlakukan pada pemilu 2024 nanti.   https://t.co/oQd9AkGQbR,mahkamah konstitusi mk belum memutuskan sistem pemilu yang akan diberlakukan pada pemilu 2024 nanti   ,mahkamah konstitusi mk putus sistem milu laku milu 2024,negatif,neutral
3617,2023-06-06 08:54:35+00:00,changamar3,"@tawajkt Masi ada yg pwrcaya.. org miskin di bawa"" klo lgi pemilu doang..udah jdi mah peduli juga kaga..", masi ada yg pwrcaya org miskin di bawa klo lgi pemilu doangudah jdi mah peduli juga kaga,mas yg pwrcaya org miskin bawa klo lgi milu doangudah jdi mah peduli kaga,negatif,negative
